date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:02:43	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%22ba386c34384f3af2a6508b13ba458350-ssl%22	https://appstack-bs5.bootlab.io/fonts/fa-brands-400.woff2	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-brands-400.woff2	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:44	90060/90060	---MCZ	200	added ('OK')	application/font-woff	etag:%22439504d6083612eaaafa4c38b87d43e3-ssl-df%22	https://appstack-bs5.bootlab.io/fonts/fa-brands-400.woff	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-brands-400.woff	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:45	134040/134040	---M--	200	added ('OK')	font/ttf	etag:%22e27a3fae7e84f1444800cfbdd52368b6-ssl%22	https://appstack-bs5.bootlab.io/fonts/fa-brands-400.ttf	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-brands-400.ttf	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:46	34034/34034	---MCZ	200	added ('OK')	application/octet-stream	etag:%22b8217214b98048aba50415840311372f-ssl-df%22	https://appstack-bs5.bootlab.io/fonts/fa-regular-400.eot	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-regular-400.eot	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:46	34034/34034	---M-Z	200	added ('OK')	application/octet-stream	etag:%22b8217214b98048aba50415840311372f-ssl-df%22	https://appstack-bs5.bootlab.io/fonts/fa-regular-400.eot?	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-regular-400d41d.eot	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:46	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	etag:%22e1307b3110feb65438f4701b6b735a00-ssl-df%22	https://appstack-bs5.bootlab.io/fonts/fa-brands-400.svg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-brands-400.svg	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:47	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%22d49ce114afa879a0c039738fc19169d7-ssl%22	https://appstack-bs5.bootlab.io/fonts/fa-regular-400.woff2	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-regular-400.woff2	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:47	3433900/3433900	---MCZ	200	added ('OK')	application/javascript	etag:%229dbca31f4d4b4c9077a8680d59aff7e2-ssl-df%22	https://appstack-bs5.bootlab.io/js/app.js	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/js/app.js	(from https://appstack-bs5.bootlab.io/dashboard-default.html?theme=default)
01:02:48	16276/16276	---M-Z	200	added ('OK')	application/font-woff	etag:%22c3cda461a6425f738a0a749d0b481692-ssl-df%22	https://appstack-bs5.bootlab.io/fonts/fa-regular-400.woff	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-regular-400.woff	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:50	33736/33736	---M--	200	added ('OK')	font/ttf	etag:%2275e104160d2b821c5909d19f047f674c-ssl%22	https://appstack-bs5.bootlab.io/fonts/fa-regular-400.ttf	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-regular-400.ttf	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:50	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	etag:%22e82c50b4f880a9138679efcba53faa7f-ssl-df%22	https://appstack-bs5.bootlab.io/fonts/fa-regular-400.svg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-regular-400.svg	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:51	203030/203030	---MCZ	200	added ('OK')	application/octet-stream	etag:%223e2043a0d3f510df89696c8bdb04cf62-ssl-df%22	https://appstack-bs5.bootlab.io/fonts/fa-solid-900.eot	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-solid-900.eot	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:51	203030/203030	---M-Z	200	added ('OK')	application/octet-stream	etag:%223e2043a0d3f510df89696c8bdb04cf62-ssl-df%22	https://appstack-bs5.bootlab.io/fonts/fa-solid-900.eot?	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-solid-900d41d.eot	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:52	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%22e6f53212f3c25bfce07edb7f34a4244f-ssl%22	https://appstack-bs5.bootlab.io/fonts/fa-solid-900.woff2	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-solid-900.woff2	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:53	101652/101652	---MCZ	200	added ('OK')	application/font-woff	etag:%22e29b4586ea8bc9fdd83766dd80564fc8-ssl-df%22	https://appstack-bs5.bootlab.io/fonts/fa-solid-900.woff	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-solid-900.woff	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:54	202744/202744	---M--	200	added ('OK')	font/ttf	etag:%22de29296fdabd647ba1b2778018514eee-ssl%22	https://appstack-bs5.bootlab.io/fonts/fa-solid-900.ttf	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-solid-900.ttf	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:55	72049/72049	---M--	200	added ('OK')	image/jpeg	etag:%22bb53e0437fcb606c7d75196b4895692d-ssl%22	https://appstack-bs5.bootlab.io/img/screenshots/mixed.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/screenshots/mixed.jpg	(from https://appstack-bs5.bootlab.io/index.html)
01:02:55	73390/73390	---M--	200	added ('OK')	image/jpeg	etag:%2202a3b71a74f420af2c91bfe59d3c492e-ssl%22	https://appstack-bs5.bootlab.io/img/screenshots/theme-default.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/screenshots/theme-default.jpg	(from https://appstack-bs5.bootlab.io/index.html)
01:02:56	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	etag:%22a10090500e3b117d6d0b3e3b31242a0f-ssl-df%22	https://appstack-bs5.bootlab.io/fonts/fa-solid-900.svg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/fonts/fa-solid-900.svg	(from https://appstack-bs5.bootlab.io/css/light.css)
01:02:56	46709/46709	---M-Z	200	added ('OK')	text/html	etag:%225e4dba7648d50afdc64fcb9a29e2203e-ssl-df%22	https://appstack-bs5.bootlab.io/dashboard-default.html?sidebarBehavior=compact	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/dashboard-defaultc765.html	(from https://appstack-bs5.bootlab.io/index.html)
01:02:56	70813/70813	---M--	200	added ('OK')	image/jpeg	etag:%22a55a7bb5c56721c9170907b8fef243ed-ssl%22	https://appstack-bs5.bootlab.io/img/screenshots/sidebar-compact.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/screenshots/sidebar-compact.jpg	(from https://appstack-bs5.bootlab.io/index.html)
01:02:57	46709/46709	---M-Z	200	added ('OK')	text/html	etag:%225e4dba7648d50afdc64fcb9a29e2203e-ssl-df%22	https://appstack-bs5.bootlab.io/dashboard-default.html?theme=dark	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/dashboard-default4965.html	(from https://appstack-bs5.bootlab.io/index.html)
01:02:58	68214/68214	---M--	200	added ('OK')	image/jpeg	etag:%221d66d39608de070ade210358b6008984-ssl%22	https://appstack-bs5.bootlab.io/img/screenshots/theme-dark.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/screenshots/theme-dark.jpg	(from https://appstack-bs5.bootlab.io/index.html)
01:02:58	46709/46709	---M-Z	200	added ('OK')	text/html	etag:%225e4dba7648d50afdc64fcb9a29e2203e-ssl-df%22	https://appstack-bs5.bootlab.io/dashboard-default.html?theme=colored	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/dashboard-defaultc7f2.html	(from https://appstack-bs5.bootlab.io/index.html)
01:02:59	75874/75874	---M--	200	added ('OK')	image/jpeg	etag:%22a337134c244ea9814120194a773afc86-ssl%22	https://appstack-bs5.bootlab.io/img/screenshots/theme-colored.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/screenshots/theme-colored.jpg	(from https://appstack-bs5.bootlab.io/index.html)
01:02:59	46709/46709	---M-Z	200	added ('OK')	text/html	etag:%225e4dba7648d50afdc64fcb9a29e2203e-ssl-df%22	https://appstack-bs5.bootlab.io/dashboard-default.html?theme=light	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/dashboard-default6a08.html	(from https://appstack-bs5.bootlab.io/index.html)
01:03:00	73432/73432	---M--	200	added ('OK')	image/jpeg	etag:%22638cfb119ecea122021f4d223ac0b9d1-ssl%22	https://appstack-bs5.bootlab.io/img/screenshots/theme-light.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/screenshots/theme-light.jpg	(from https://appstack-bs5.bootlab.io/index.html)
01:03:00	46709/46709	---M-Z	200	added ('OK')	text/html	etag:%225e4dba7648d50afdc64fcb9a29e2203e-ssl-df%22	https://appstack-bs5.bootlab.io/dashboard-default.html?sidebarPosition=right	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/dashboard-default6534.html	(from https://appstack-bs5.bootlab.io/index.html)
01:03:01	73724/73724	---M--	200	added ('OK')	image/jpeg	etag:%22be2a92b9321813313719f10443825698-ssl%22	https://appstack-bs5.bootlab.io/img/screenshots/sidebar-right.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/screenshots/sidebar-right.jpg	(from https://appstack-bs5.bootlab.io/index.html)
01:03:02	1168/1168	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f023b6cb1d479126b3d66f0d3d68b48b-ssl-df%22	https://appstack-bs5.bootlab.io/img/brands/bootstrap.svg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/brands/bootstrap.svg	(from https://appstack-bs5.bootlab.io/index.html)
01:03:02	73390/73390	---M--	200	added ('OK')	image/jpeg	etag:%2202a3b71a74f420af2c91bfe59d3c492e-ssl%22	https://appstack-bs5.bootlab.io/img/screenshots/dashboard-default.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/screenshots/dashboard-default.jpg	(from https://appstack-bs5.bootlab.io/index.html)
01:03:03	71051/71051	---M--	200	added ('OK')	image/jpeg	etag:%22c9c9b07f54ae087dd6d1b19340b72d8c-ssl%22	https://appstack-bs5.bootlab.io/img/screenshots/dashboard-analytics.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/screenshots/dashboard-analytics.jpg	(from https://appstack-bs5.bootlab.io/index.html)
01:03:03	66408/66408	---M--	200	added ('OK')	image/jpeg	etag:%22b3464f94e37e7469413794ca3067d718-ssl%22	https://appstack-bs5.bootlab.io/img/screenshots/dashboard-saas.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/screenshots/dashboard-saas.jpg	(from https://appstack-bs5.bootlab.io/index.html)
01:03:04	90687/90687	---M--	200	added ('OK')	image/jpeg	etag:%2282520c0b85f775f101f3c34b82a98386-ssl%22	https://appstack-bs5.bootlab.io/img/screenshots/dashboard-social.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/screenshots/dashboard-social.jpg	(from https://appstack-bs5.bootlab.io/index.html)
01:03:05	72696/72696	---M--	200	added ('OK')	image/jpeg	etag:%224852480d4835418677de0bc033d253bd-ssl%22	https://appstack-bs5.bootlab.io/img/screenshots/dashboard-crypto.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/screenshots/dashboard-crypto.jpg	(from https://appstack-bs5.bootlab.io/index.html)
01:03:06	99231/99231	---M--	200	added ('OK')	image/jpeg	etag:%22d16e43503d1a72cc4275bc6ddd247268-ssl%22	https://appstack-bs5.bootlab.io/img/screenshots/pages-projects-list.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/screenshots/pages-projects-list.jpg	(from https://appstack-bs5.bootlab.io/index.html)
01:03:06	35907/35907	---M--	200	added ('OK')	image/png	etag:%22b982ec86c1656d0f9dc53c520bdd0754-ssl%22	https://appstack-bs5.bootlab.io/img/illustrations/searching.png	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/illustrations/searching.png	(from https://appstack-bs5.bootlab.io/dashboard-analytics.html)
01:03:07	60560/60560	---M--	200	added ('OK')	image/png	etag:%2281d1c9edcae7f0f170496e9d64ea680d-ssl%22	https://appstack-bs5.bootlab.io/img/illustrations/social.png	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/illustrations/social.png	(from https://appstack-bs5.bootlab.io/dashboard-saas.html)
01:03:08	81412/81412	---M--	200	added ('OK')	image/jpeg	etag:%22f5b251f1e6246bb6ec14cb10d2ce6cb3-ssl%22	https://appstack-bs5.bootlab.io/img/photos/unsplash-2.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/photos/unsplash-2.jpg	(from https://appstack-bs5.bootlab.io/dashboard-social.html)
01:03:08	335328/335328	---M--	200	added ('OK')	image/jpeg	etag:%2234c436ec8ad7eb189b8919180cc80537-ssl%22	https://appstack-bs5.bootlab.io/img/photos/unsplash-3.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/photos/unsplash-3.jpg	(from https://appstack-bs5.bootlab.io/dashboard-social.html)
01:03:09	171146/171146	---M--	200	added ('OK')	image/jpeg	etag:%2266745d78f8125175c2f0fcdc31a65a89-ssl%22	https://appstack-bs5.bootlab.io/img/photos/unsplash-1.jpg	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/appstack-bs5.bootlab.io/img/photos/unsplash-1.jpg	(from https://appstack-bs5.bootlab.io/dashboard-social.html)
01:03:12	46003/46003	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e7a-b3b3%22	https://cdnjs.cloudflare.com/ajax/libs/highlight.js/9.12.0/highlight.min.js	C:/Users/mhmmd/Desktop/Template/SafetyPanelTemplate/cdnjs.cloudflare.com/ajax/libs/highlight.js/9.12.0/highlight.min.js	(from https://appstack-bs5.bootlab.io/docs-introduction.html)
